[Total_YTD],[Target_YTD],[Total_YTD_Last_Year],[Target_YTD_Last_Year],[Varriance],[Last_Year_Varriance],[YoY_Growth],[v__Varriance],[v__Varriance_Last_Year],[v__YoY_Growth]
47068,48226,44148,45495,-1158,-1347,2920,-0.02401194376477419,-0.029607649192218925,0.06614116154752198
